plant_type,soil_type,pot_size,growth_stage,moisture,temperature,humidity,light,sunlight_hours,time_since_last_water,watering_frequency,water_needed,health_score
Spider Plant,loamy,medium,seedling,16.2,32.0,55.7,1074.8,9.0,33.7,2,1,92.3
Areca Palm,loamy,medium,mature,59.2,22.6,69.9,387.2,4.7,1.9,3,0,100.0
Money Plant,clay,small,seedling,38.3,30.9,31.7,411.0,6.2,59.6,2,1,76.6
Aloe Vera,clay,large,mature,6.5,34.9,48.0,982.8,9.1,20.1,1,1,100.0
Peace Lily,loamy,large,young,57.6,29.9,91.97277060857905,236.0,3.7,61.3,4,0,100.0
Monstera,sandy,small,seedling,58.5,37.8,88.98000529110615,302.4,5.7,48.4,3,0,77.1
Tulsi,sandy,medium,young,34.5,27.6,25.7,390.0,5.1,19.8,3,1,100.0
Tulsi,sandy,medium,mature,38.8,35.8,67.3,445.2,5.5,19.9,2,1,87.4
Monstera,clay,medium,seedling,79.7,30.7,69.21977259247761,264.8,3.0,71.6,5,0,94.1
Tulsi,loamy,large,seedling,56.9,22.7,50.7,348.8,4.9,56.8,4,0,100.0
Jade Plant,clay,medium,young,26.6,28.7,59.5,1048.4,9.6,55.1,1,0,100.0
Monstera,sandy,small,seedling,67.3,15.1,81.0,144.0,3.7,55.3,4,0,81.5
Spider Plant,loamy,small,seedling,22.6,26.6,72.0,1125.7,8.2,48.5,2,0,100.0
Spider Plant,loamy,medium,mature,41.4,30.3,48.4,308.4,4.9,30.7,1,0,96.4
Peace Lily,sandy,small,mature,73.7,16.4,76.11207180200608,241.3,2.9,60.2,3,0,93.2
Jade Plant,loamy,medium,mature,11.2,21.9,78.8,861.4,7.2,48.7,1,0,85.8
Peace Lily,sandy,medium,seedling,57.6,23.5,86.4,192.3,3.3,19.5,5,0,96.2
Money Plant,sandy,small,seedling,60.7,31.8,48.0,592.6,5.1,43.0,4,0,94.4
Fern,sandy,small,young,72.7,31.2,78.26981057421034,219.1,2.5,60.9,5,0,99.4
Jade Plant,loamy,small,young,30.4,25.7,63.8,519.1,6.2,48.4,1,0,99.3
Jade Plant,sandy,large,mature,15.6,15.3,75.0,908.6,8.0,11.6,1,0,75.7
Jade Plant,sandy,medium,seedling,29.6,32.9,60.0,902.4,7.8,32.9,1,0,86.7
Fern,sandy,medium,young,75.2,16.8,81.49686468069908,197.9,2.9,42.6,4,0,88.2
Tulsi,sandy,medium,seedling,43.9,15.8,53.3,524.6,6.6,35.6,3,0,81.2
Areca Palm,loamy,large,seedling,44.9,37.4,90.8,408.8,5.6,58.2,4,1,63.4
Spider Plant,sandy,medium,seedling,25.3,30.1,84.8,569.9,7.0,33.9,2,0,92.1
Jade Plant,sandy,large,mature,25.4,37.7,62.3,998.7,9.8,44.8,1,1,85.4
Monstera,loamy,medium,young,66.9,31.7,89.4,596.9,4.1,26.0,3,0,95.5
Fern,sandy,small,young,72.0,23.9,91.64201789452432,127.2,3.0,1.7,3,0,100.0
Monstera,sandy,large,seedling,73.9,17.1,75.2,246.5,3.5,18.9,5,0,82.1
Spider Plant,loamy,large,young,13.6,27.5,27.4,781.4,8.7,57.5,1,1,82.3
Peace Lily,loamy,small,young,42.4,22.0,85.25275789053035,110.5,2.4,59.6,4,1,89.9
Tulsi,sandy,large,mature,59.4,15.8,25.2,343.2,4.8,26.0,2,0,94.4
Fern,clay,large,seedling,43.8,21.7,70.9,133.4,2.2,49.4,5,1,81.2
Jade Plant,loamy,large,young,18.3,22.7,52.6,1016.8,8.1,35.3,1,0,96.3
Spider Plant,sandy,small,young,37.0,28.0,78.7,750.8,8.6,13.1,2,0,96.1
Aloe Vera,sandy,small,seedling,10.9,16.1,71.9,809.9,8.3,24.6,1,0,62.6
Money Plant,loamy,large,seedling,71.7,23.4,87.4,519.1,6.3,36.7,2,0,100.0
Jade Plant,sandy,medium,mature,26.5,22.3,51.9,865.6,8.3,47.6,1,0,100.0
Jade Plant,sandy,medium,mature,20.3,32.3,76.0,495.6,6.3,49.7,1,0,80.8
Monstera,clay,medium,young,62.1,30.4,83.3342784623124,453.9,4.9,9.8,3,0,100.0
Fern,loamy,medium,young,55.3,27.5,82.8,395.6,4.0,28.4,5,0,100.0
Spider Plant,sandy,medium,young,30.9,33.0,45.7,389.9,5.7,59.5,2,0,100.0
Snake Plant,clay,large,seedling,24.8,32.8,33.4,1061.5,7.3,33.7,1,0,91.6
Fern,sandy,small,seedling,52.3,25.4,89.9,159.2,3.9,67.0,4,1,89.1
Tulsi,clay,small,seedling,62.7,37.9,92.1,347.8,5.8,51.8,4,0,79.8
Money Plant,loamy,medium,mature,67.7,18.4,90.3,522.2,4.3,27.3,3,0,99.7
Aloe Vera,clay,large,mature,14.2,23.3,87.0,965.3,9.8,22.6,1,0,85.1
Aloe Vera,loamy,large,seedling,9.7,36.4,26.8,1045.4,9.6,53.0,1,1,64.0
Peace Lily,clay,large,young,74.6,22.4,92.32531467196827,465.4,5.5,1.2,4,0,96.7
Snake Plant,sandy,medium,mature,12.0,37.2,39.8,393.5,4.3,51.6,1,1,73.8
Money Plant,sandy,large,seedling,68.7,21.9,38.0,440.2,4.2,64.5,4,0,97.8
Snake Plant,sandy,medium,young,10.5,30.4,49.5,951.0,8.0,67.1,1,1,85.8
Money Plant,loamy,medium,mature,42.0,15.0,60.8,486.1,4.4,17.5,4,0,94.0
Jade Plant,clay,small,mature,29.4,29.9,33.2,685.7,9.1,19.6,1,0,100.0
Jade Plant,sandy,small,seedling,6.4,25.7,55.3,718.9,7.7,8.3,1,1,98.6
Spider Plant,loamy,large,young,51.1,29.4,88.0,875.1,7.7,4.3,1,0,100.0
Peace Lily,clay,medium,young,73.2,20.4,73.05667041090214,185.4,2.4,2.1,3,0,96.7
Aloe Vera,clay,small,mature,25.4,20.0,88.9,1152.5,7.5,33.3,1,0,89.0
Snake Plant,loamy,small,mature,12.6,36.6,63.9,565.2,6.4,54.4,1,1,78.6
Monstera,sandy,medium,seedling,45.4,36.7,77.26815835540478,594.9,5.6,7.1,3,1,83.3
Areca Palm,loamy,large,mature,63.6,30.1,82.4,452.5,6.3,11.1,4,0,98.9
Money Plant,sandy,large,seedling,42.4,16.8,37.0,524.2,5.5,16.6,3,0,79.2
Peace Lily,sandy,large,young,52.8,26.3,87.25551294191685,359.2,4.4,10.6,3,1,98.4
Jade Plant,clay,small,seedling,22.5,19.9,93.4,740.4,8.5,7.6,1,0,86.0
Snake Plant,sandy,medium,mature,24.2,17.1,76.0,940.2,8.8,56.7,2,0,86.6
Snake Plant,sandy,large,mature,33.8,28.3,64.1,960.1,8.4,24.0,1,0,95.4
Money Plant,sandy,large,mature,37.3,34.2,67.8,309.4,4.4,28.7,2,1,100.0
Money Plant,sandy,small,young,66.5,21.3,92.0,547.0,5.2,32.4,2,0,100.0
Fern,sandy,medium,mature,56.1,20.7,81.19586317403864,491.6,4.4,8.1,4,0,96.6
Snake Plant,loamy,small,young,44.9,28.4,83.1,557.2,5.4,0.1,1,0,99.9
Jade Plant,sandy,large,young,22.8,28.5,40.1,695.6,8.9,12.7,1,0,100.0
Money Plant,clay,large,mature,47.6,26.3,84.9,577.1,4.3,20.0,2,0,95.0
Snake Plant,sandy,large,young,49.0,26.2,80.2,634.3,7.4,22.6,1,0,100.0
Aloe Vera,clay,large,young,11.1,30.7,36.7,726.2,7.5,55.2,1,0,98.5
Fern,clay,large,seedling,59.5,17.9,66.42351940785468,380.7,4.3,37.2,4,0,83.6
Spider Plant,sandy,large,mature,40.2,21.8,53.4,432.1,5.3,16.1,2,0,100.0
Fern,loamy,small,mature,49.0,15.3,93.40321374265152,342.6,5.7,13.0,3,1,86.3
Fern,sandy,small,young,44.8,34.2,79.84408210093618,141.3,2.5,55.7,5,1,81.2
Areca Palm,sandy,small,young,44.5,23.7,57.5,394.4,4.3,35.0,2,0,98.3
Areca Palm,loamy,small,seedling,67.9,21.3,82.6,550.2,6.3,28.2,2,0,100.0
Jade Plant,sandy,large,mature,10.1,17.9,78.8,1148.9,7.1,51.9,1,0,72.3
Monstera,sandy,small,seedling,42.7,28.9,88.06114686098343,256.9,3.2,43.1,5,1,100.0
Spider Plant,clay,medium,young,23.4,18.2,42.4,721.4,8.9,25.7,1,0,100.0
Snake Plant,sandy,large,young,43.6,21.3,87.6,399.7,4.1,7.3,2,0,100.0
Tulsi,loamy,large,young,57.3,25.7,80.3,528.7,4.4,54.9,3,0,100.0
Monstera,loamy,medium,seedling,53.4,25.6,81.89768407485063,356.0,5.4,34.0,4,1,100.0
Peace Lily,loamy,large,seedling,62.4,37.5,87.4742354602324,415.3,5.1,38.3,4,0,77.0
Areca Palm,sandy,medium,seedling,50.2,32.4,38.5,591.9,4.3,20.0,4,0,90.1
Spider Plant,clay,medium,seedling,19.0,17.4,85.3,404.8,6.3,61.2,1,1,64.5
Monstera,loamy,medium,young,61.2,35.0,70.28828177543684,324.5,4.8,59.4,5,0,100.0
Monstera,clay,large,young,81.8,32.0,71.56589661828592,410.3,4.9,71.3,3,0,98.7
Jade Plant,clay,small,mature,31.7,21.0,35.6,341.3,6.9,39.4,1,0,95.6
Areca Palm,loamy,large,young,42.9,37.8,94.6,556.6,6.6,52.3,3,1,71.5
Aloe Vera,loamy,small,mature,18.9,27.8,89.6,1140.8,8.3,15.7,1,0,83.3
Fern,loamy,large,young,71.7,16.2,90.40692293782895,448.3,4.4,39.4,3,0,91.2
Jade Plant,sandy,medium,young,4.9,20.5,76.6,659.7,9.5,18.4,1,1,80.1
Monstera,clay,small,young,48.7,25.4,72.1481271950325,200.5,3.1,18.9,3,1,100.0
Peace Lily,sandy,medium,seedling,47.0,30.7,83.8,263.2,2.1,40.0,3,1,93.7
Aloe Vera,clay,medium,mature,25.7,15.4,60.2,862.2,7.3,29.8,1,0,93.0
Snake Plant,clay,medium,seedling,29.6,21.6,67.8,384.3,5.6,20.3,2,0,100.0
Fern,loamy,large,young,74.2,30.8,90.529556498112,181.9,3.1,4.3,3,0,100.0
Peace Lily,loamy,small,seedling,45.3,31.1,88.3150126077733,139.1,3.9,63.4,3,1,73.3
Money Plant,clay,medium,mature,55.9,15.6,75.5,323.8,5.9,54.8,2,0,89.5
Money Plant,clay,medium,mature,55.1,20.3,45.8,306.9,6.1,11.6,2,0,100.0
Snake Plant,clay,large,seedling,26.6,35.2,31.0,570.6,6.0,37.7,1,1,77.3
Jade Plant,clay,small,young,13.4,29.1,61.2,742.3,9.4,34.2,1,0,95.5
Spider Plant,sandy,large,seedling,45.6,18.4,60.4,341.1,5.7,33.7,2,0,93.7
Fern,clay,medium,mature,61.2,19.2,83.78886653029762,535.1,5.7,42.6,5,0,100.0
Tulsi,clay,medium,seedling,64.7,17.3,57.2,564.0,6.5,29.9,4,0,77.7
Jade Plant,loamy,medium,mature,26.3,27.8,37.0,580.6,6.9,22.3,1,0,100.0
Peace Lily,loamy,small,young,57.0,31.0,94.07720572184137,381.2,5.3,43.8,5,0,97.8
Peace Lily,loamy,small,seedling,41.9,31.3,79.33317040310035,577.5,4.9,58.6,3,1,71.7
Jade Plant,loamy,small,young,17.9,35.5,80.0,357.7,6.8,9.1,1,1,73.8
Spider Plant,clay,large,young,43.0,32.6,73.0,720.2,7.2,34.0,1,0,95.0
Jade Plant,clay,medium,mature,33.1,20.1,32.6,975.5,9.0,59.5,1,0,100.0
Areca Palm,sandy,medium,young,61.8,17.2,64.6,318.0,5.5,68.3,3,0,90.3
Areca Palm,clay,large,seedling,52.5,24.5,27.1,561.2,5.8,25.9,2,0,100.0
Areca Palm,loamy,large,seedling,59.8,34.6,50.4,462.2,4.6,67.3,2,0,92.6
Monstera,sandy,large,seedling,74.1,27.8,75.46229420119293,565.0,5.0,2.7,3,0,98.1
Money Plant,loamy,large,young,55.9,15.8,93.9,307.0,5.2,50.5,4,0,94.5
Tulsi,clay,large,young,45.2,29.8,59.8,342.9,6.6,0.8,2,0,95.5
Money Plant,loamy,large,young,57.9,30.4,52.3,565.5,4.0,24.3,4,0,100.0
Peace Lily,clay,large,mature,79.1,19.3,74.58035029285632,477.7,5.1,13.9,3,0,98.0
Tulsi,loamy,large,young,39.3,28.3,71.3,339.0,6.6,50.6,2,1,83.6
Spider Plant,sandy,large,young,33.5,29.4,90.9,513.3,6.7,40.3,2,0,96.4
Monstera,loamy,large,mature,70.8,29.5,62.948134352322086,277.8,2.7,34.8,4,0,98.0
Aloe Vera,sandy,small,seedling,22.1,22.0,62.7,952.2,9.3,53.1,1,0,97.8
Money Plant,loamy,large,young,67.6,20.7,77.4,447.9,6.1,48.4,3,0,98.3
Areca Palm,sandy,large,mature,60.8,24.2,40.7,547.3,6.0,31.4,4,0,98.6
Money Plant,clay,small,seedling,69.3,15.4,60.2,443.6,6.0,23.0,4,0,79.9
Tulsi,loamy,medium,young,57.3,37.0,83.8,571.0,6.6,5.3,2,0,85.8
Snake Plant,sandy,large,mature,21.8,17.9,30.4,369.5,6.2,52.0,1,0,87.0
Fern,sandy,small,seedling,66.2,32.6,92.39923302195183,507.3,4.1,34.1,4,0,91.2
Money Plant,sandy,small,young,52.6,24.5,27.0,501.0,4.6,8.1,3,0,97.8
Tulsi,sandy,medium,mature,37.5,23.0,81.4,599.8,5.9,60.2,2,1,87.0
Spider Plant,sandy,large,mature,19.7,16.3,61.8,461.7,6.8,21.0,1,1,89.8
Tulsi,sandy,small,mature,34.7,19.7,89.4,325.6,5.0,34.7,4,1,100.0
Money Plant,loamy,large,young,33.3,18.8,94.5,421.6,6.1,60.3,4,1,85.4
Fern,sandy,small,young,70.0,35.9,88.94555650543273,292.9,3.3,61.1,5,0,90.9
Aloe Vera,sandy,small,young,10.5,31.2,73.7,851.8,8.6,60.2,1,0,86.3
Spider Plant,sandy,small,young,34.0,24.4,63.8,561.7,5.4,5.6,1,0,96.0
Snake Plant,clay,large,young,39.2,28.4,47.0,554.1,6.7,7.8,1,0,96.4
Monstera,clay,medium,mature,46.8,27.0,90.4348307759171,315.0,4.4,3.9,5,1,99.6
Aloe Vera,sandy,large,mature,32.3,36.5,68.3,457.9,6.7,8.7,1,1,94.6
Money Plant,sandy,small,young,57.8,36.4,38.7,336.6,4.9,51.1,4,0,94.7
Jade Plant,sandy,small,seedling,17.9,22.6,94.8,908.9,8.4,3.1,1,0,83.1
Jade Plant,clay,large,young,16.7,20.2,26.7,1141.2,9.5,8.4,1,0,97.9
Fern,clay,small,seedling,63.8,25.4,87.19798885081721,227.3,3.5,66.2,4,0,100.0
Areca Palm,clay,large,seedling,62.8,17.7,44.8,483.0,4.3,12.4,4,0,81.0
Aloe Vera,sandy,small,mature,14.7,20.2,46.0,621.6,8.7,56.7,1,0,95.5
Money Plant,clay,medium,seedling,50.1,23.3,51.3,397.9,5.6,37.3,3,0,100.0
Snake Plant,sandy,large,mature,49.1,34.6,67.4,757.9,7.9,48.6,2,0,100.0
Monstera,clay,small,young,60.4,26.3,66.94749558010025,130.4,3.4,25.7,4,0,100.0
Tulsi,sandy,small,young,69.7,15.6,79.5,495.1,4.5,37.1,3,0,94.7
Fern,sandy,small,mature,67.6,32.5,94.51102820344914,121.7,2.2,14.7,5,0,100.0
Areca Palm,clay,small,young,54.6,31.9,66.7,388.7,4.2,16.8,3,0,100.0
Tulsi,loamy,large,seedling,56.3,34.0,46.2,575.8,6.1,10.0,4,0,88.3
Spider Plant,loamy,large,mature,22.6,27.7,60.9,330.7,4.8,2.1,2,0,100.0
Spider Plant,clay,small,young,34.5,18.9,73.8,1159.0,8.5,68.4,2,0,98.7
Peace Lily,sandy,large,young,48.0,23.0,85.91971049305738,158.6,2.7,62.6,5,1,80.8
Snake Plant,sandy,large,young,41.2,23.0,75.2,574.2,4.9,54.0,2,0,100.0
Snake Plant,sandy,small,young,19.3,18.7,73.4,334.5,5.9,25.1,1,1,98.2
Monstera,clay,large,young,60.5,37.3,81.74580042996378,245.9,2.8,27.1,3,0,94.6
Snake Plant,clay,medium,mature,32.4,29.4,71.5,589.2,6.4,42.8,1,0,100.0
Tulsi,sandy,small,seedling,60.6,18.0,87.2,309.3,4.6,5.7,3,0,92.7
Fern,clay,small,mature,82.1,16.5,88.3,332.9,4.8,67.7,5,0,87.2
Tulsi,sandy,small,young,65.8,28.9,31.7,539.2,6.3,45.6,2,0,99.8
Peace Lily,sandy,small,seedling,45.5,18.4,92.26320886584261,184.1,2.8,35.8,4,1,93.3
Areca Palm,clay,small,seedling,34.7,27.4,53.0,575.0,5.9,49.1,2,1,88.2
Snake Plant,clay,large,young,32.8,37.8,93.5,922.5,8.3,18.4,2,1,91.0
Tulsi,sandy,large,seedling,65.3,25.3,69.0,451.4,4.9,51.9,4,0,96.1
Tulsi,sandy,small,seedling,73.8,37.7,57.5,523.7,5.6,1.8,4,0,78.8
Areca Palm,clay,medium,seedling,64.6,26.8,76.6,333.8,4.9,58.2,4,0,100.0
Monstera,loamy,large,mature,62.6,23.1,86.4,518.4,6.0,22.7,4,0,100.0
Peace Lily,clay,medium,seedling,74.5,34.5,94.1,520.9,6.0,23.0,3,0,89.2
Jade Plant,sandy,small,mature,12.8,29.5,89.7,735.4,9.9,51.7,1,0,86.3
Jade Plant,sandy,large,young,5.4,15.8,42.9,969.1,9.6,36.0,1,1,85.5
Spider Plant,clay,small,young,27.2,17.0,36.1,560.4,4.9,65.7,2,0,94.4
Money Plant,loamy,medium,mature,59.1,16.6,76.6,332.9,4.3,8.1,2,0,90.4
Tulsi,loamy,medium,mature,47.0,27.5,46.3,370.3,4.4,54.8,4,0,100.0
Fern,clay,medium,mature,64.9,29.3,89.43416305361555,565.6,4.3,48.4,5,0,100.0
Fern,sandy,medium,young,45.3,33.3,88.6,147.4,3.7,3.2,3,1,100.0
Aloe Vera,sandy,medium,mature,17.9,32.1,62.8,807.7,8.5,9.5,1,0,100.0
Tulsi,loamy,medium,seedling,68.2,26.4,70.0,567.4,5.6,39.6,3,0,100.0
Snake Plant,sandy,large,young,31.4,34.8,26.2,524.2,4.4,24.9,1,1,97.2
Jade Plant,sandy,large,mature,12.7,15.9,79.2,1177.0,8.5,46.3,1,0,72.9
Aloe Vera,loamy,small,seedling,9.3,34.8,81.1,899.8,8.7,22.3,1,1,78.9
Tulsi,loamy,large,seedling,46.6,17.0,73.8,425.8,5.6,21.5,4,0,75.4
Aloe Vera,clay,small,seedling,17.6,35.8,39.8,1032.2,8.8,8.5,1,1,78.7
Tulsi,loamy,large,seedling,43.6,19.2,66.2,413.2,5.1,31.8,2,0,99.2
Jade Plant,sandy,medium,young,5.7,23.5,45.4,454.4,6.9,26.6,1,1,95.7
Aloe Vera,sandy,small,seedling,20.8,15.9,77.0,959.5,8.3,8.1,1,0,68.6
Monstera,clay,small,young,81.4,32.4,80.1444386184796,287.8,3.1,53.0,4,0,96.2
Peace Lily,clay,medium,young,52.5,19.5,76.10118688472733,235.3,3.7,8.7,5,1,100.0
Jade Plant,sandy,small,seedling,23.7,37.7,45.6,777.7,8.3,3.0,1,1,76.4
Tulsi,clay,large,seedling,65.1,29.1,90.5,345.5,5.1,40.1,3,0,91.7
Aloe Vera,sandy,large,seedling,22.7,25.2,49.5,812.4,10.0,13.0,1,0,99.7
Areca Palm,clay,medium,mature,41.3,25.7,78.2,560.7,5.9,53.6,2,0,99.5
Aloe Vera,sandy,large,young,14.2,18.4,47.1,871.0,8.1,62.2,1,0,95.6
Peace Lily,sandy,medium,young,46.8,23.2,92.4,529.1,4.7,10.5,3,1,97.3
Peace Lily,sandy,small,seedling,49.5,22.0,80.80286486650742,557.5,5.6,9.4,5,1,100.0
Areca Palm,sandy,small,young,70.2,18.0,34.9,342.7,6.2,49.0,3,0,100.0
Snake Plant,sandy,small,mature,25.5,20.5,36.0,1080.9,8.7,33.8,1,0,96.5
Tulsi,clay,large,mature,44.2,37.9,43.8,330.5,6.7,47.7,2,1,89.5
Monstera,loamy,large,mature,52.7,25.3,60.42015602133892,248.3,3.4,62.4,5,1,87.7
Jade Plant,loamy,medium,young,19.3,29.2,28.7,1021.6,8.3,57.3,1,0,97.0
Tulsi,sandy,medium,seedling,69.0,35.9,36.7,364.8,6.3,10.9,2,0,75.5
Fern,clay,large,seedling,59.0,37.6,82.3574906217463,177.3,3.4,42.2,4,0,75.4
Fern,clay,small,mature,70.4,17.0,93.94373711640142,268.1,3.9,22.1,5,0,86.8
Tulsi,clay,medium,mature,73.6,19.5,72.9,454.0,6.1,11.8,4,0,100.0
Peace Lily,clay,small,young,80.7,30.0,82.46952736136214,289.7,2.9,68.3,4,0,100.0
Fern,clay,medium,young,45.1,18.0,93.1,557.8,5.3,1.9,3,1,96.9
Jade Plant,loamy,large,mature,16.0,28.9,79.9,682.0,9.4,54.0,1,0,88.8
Peace Lily,sandy,large,seedling,46.3,15.4,75.20007643673073,353.3,5.8,68.4,3,1,64.1
Tulsi,sandy,small,seedling,45.4,36.9,61.9,325.1,4.8,70.4,4,0,77.8
Fern,sandy,small,mature,58.9,17.3,93.57942248925812,598.9,5.6,13.0,5,0,93.5
Spider Plant,loamy,small,seedling,44.6,30.3,31.7,457.7,6.6,59.6,2,0,90.0
Areca Palm,clay,small,seedling,34.9,15.7,65.7,359.5,4.7,53.8,4,1,61.6
Areca Palm,loamy,medium,seedling,37.9,23.4,58.7,580.2,5.1,10.8,4,1,98.2
Snake Plant,clay,large,seedling,45.2,23.2,70.8,303.4,4.1,57.7,1,0,99.3
Areca Palm,clay,large,seedling,52.8,29.6,37.7,478.6,5.5,55.9,2,0,89.5
Jade Plant,loamy,small,seedling,29.1,31.2,87.1,843.5,8.9,34.0,1,0,76.4
Peace Lily,loamy,medium,mature,72.2,22.8,87.0,275.4,3.9,16.6,5,0,100.0
Areca Palm,loamy,small,seedling,42.5,20.8,32.2,594.0,4.6,44.2,4,0,100.0
Snake Plant,sandy,large,mature,45.7,24.7,79.6,333.8,4.9,62.0,2,0,97.4
Peace Lily,loamy,medium,young,51.3,26.5,77.37381000993844,497.9,5.5,14.4,4,1,97.8
Fern,sandy,large,seedling,66.6,24.1,72.9,318.2,5.8,71.0,5,0,95.3
Aloe Vera,loamy,small,seedling,20.6,19.1,92.1,979.3,9.6,20.9,1,0,87.5
Aloe Vera,sandy,small,mature,24.3,25.3,83.1,945.5,7.4,50.6,1,0,87.9
Monstera,sandy,small,seedling,42.1,33.4,78.45518974425254,560.2,5.3,64.1,3,1,77.7
Spider Plant,loamy,large,mature,15.6,21.0,27.8,415.5,4.5,41.1,2,1,98.7
Aloe Vera,sandy,small,mature,7.9,28.9,82.9,594.7,6.2,13.6,1,1,87.7
Money Plant,sandy,medium,seedling,43.9,18.9,65.2,524.0,5.7,59.3,2,0,87.2
Peace Lily,clay,medium,seedling,65.0,31.3,84.49802103148616,275.6,3.2,66.9,4,0,88.6
Spider Plant,loamy,large,mature,29.1,15.2,88.1,373.5,5.4,45.9,2,0,89.8
Aloe Vera,clay,medium,mature,23.7,26.0,54.3,361.0,6.6,11.1,1,0,100.0
Jade Plant,clay,small,young,24.1,34.7,37.1,327.1,6.5,8.7,1,1,100.0
Money Plant,clay,small,young,34.8,28.2,78.4,356.7,4.8,33.3,4,1,96.3
Snake Plant,loamy,medium,young,52.2,28.5,67.9,482.2,6.4,7.2,1,0,99.8
Snake Plant,loamy,medium,young,43.0,18.3,70.8,367.8,5.3,33.7,2,0,100.0
Areca Palm,clay,medium,mature,39.4,37.5,91.4,467.7,4.1,31.2,2,1,91.5
Fern,clay,large,young,79.5,16.8,69.09558134734996,295.8,4.0,24.6,4,0,87.2
Snake Plant,clay,small,mature,32.6,36.5,57.7,1114.2,7.7,44.4,2,1,92.2
Peace Lily,sandy,medium,young,49.3,16.4,80.4,158.2,3.7,23.9,5,1,92.9
Spider Plant,clay,large,mature,51.2,37.0,36.4,507.9,6.0,58.4,2,0,88.2
Peace Lily,sandy,small,mature,72.8,26.2,78.03823730038204,499.8,5.9,38.0,4,0,95.9
Peace Lily,clay,small,mature,56.8,35.8,84.68733270638063,180.6,3.4,13.3,3,0,94.9
Fern,clay,medium,young,72.2,29.9,93.77757504449434,443.1,4.3,70.9,4,0,100.0
Areca Palm,loamy,small,mature,63.9,27.8,87.4,464.4,5.3,14.6,4,0,100.0
Monstera,loamy,small,young,55.8,28.4,89.7136970153973,550.5,5.0,64.2,5,0,100.0
Monstera,loamy,small,young,57.9,32.4,75.2,457.6,5.7,10.2,5,0,99.0
Monstera,clay,medium,mature,80.8,36.6,89.10902891521629,191.1,3.7,30.1,5,0,89.6
Tulsi,sandy,large,mature,68.5,15.5,40.9,481.2,5.9,11.6,2,0,85.2
Snake Plant,clay,medium,seedling,18.3,16.8,78.2,785.0,8.2,71.0,2,1,60.3
Money Plant,sandy,medium,seedling,39.5,35.2,46.2,367.3,6.4,25.4,2,1,83.9
Spider Plant,loamy,large,seedling,36.1,22.3,62.7,617.4,8.6,33.5,1,0,100.0
Fern,clay,medium,seedling,56.4,28.3,68.86284831089674,178.2,2.7,67.9,4,0,100.0
Snake Plant,clay,medium,mature,19.6,25.6,25.3,602.5,8.8,3.0,1,1,100.0
Monstera,clay,large,mature,69.1,35.9,65.6,156.4,3.5,65.3,4,0,90.1
Peace Lily,loamy,large,seedling,46.3,35.4,83.09571089523133,193.4,2.7,23.5,5,1,82.5
Snake Plant,loamy,small,young,27.8,17.4,61.0,432.8,5.7,13.6,2,0,86.1
Tulsi,loamy,medium,seedling,51.9,22.6,34.7,417.4,4.4,34.2,4,0,96.2
Jade Plant,sandy,small,seedling,21.6,37.4,84.3,931.3,8.2,50.3,1,1,50.3
Money Plant,loamy,large,mature,55.7,25.6,59.8,316.2,4.5,65.0,3,0,96.3
Snake Plant,loamy,medium,young,28.3,23.1,27.4,514.5,6.5,42.5,1,0,100.0
Fern,clay,large,seedling,68.6,17.9,82.98892024984728,562.0,5.3,71.5,5,0,83.6
Money Plant,loamy,medium,seedling,55.7,24.2,62.1,335.0,4.1,37.2,3,0,97.3
Spider Plant,clay,small,seedling,48.4,16.7,83.4,531.4,4.9,44.4,2,0,79.4
Monstera,clay,large,mature,70.9,16.8,71.17896358670349,418.3,4.3,32.1,4,0,92.8
Spider Plant,sandy,large,seedling,31.2,18.8,27.5,930.7,8.3,49.7,1,0,92.6
Monstera,loamy,small,young,43.3,33.1,62.302547136486325,385.9,4.6,62.6,5,1,86.6
Peace Lily,sandy,large,mature,43.8,23.1,70.23904218833333,409.1,5.2,20.1,4,1,97.3
Fern,sandy,large,seedling,41.4,16.9,70.84049586975317,159.9,2.9,71.7,4,1,68.4
Peace Lily,clay,large,seedling,53.3,36.7,71.88627880811165,467.8,5.3,31.2,5,1,83.6
Monstera,clay,large,young,71.6,27.0,84.78472748813354,341.1,5.6,59.6,5,0,100.0
Tulsi,clay,large,young,41.5,21.7,80.6,349.6,5.2,47.0,2,0,100.0
Tulsi,clay,large,mature,38.2,22.6,48.0,550.5,6.1,27.1,3,1,100.0
Monstera,sandy,small,mature,50.2,15.1,92.72301218709448,222.0,2.4,68.6,5,1,71.5
Snake Plant,sandy,small,young,18.6,30.8,77.0,628.2,8.4,25.1,1,1,100.0
Monstera,sandy,large,mature,70.2,28.4,80.37007857091851,584.4,4.6,48.7,3,0,95.1
Jade Plant,clay,large,seedling,8.8,37.0,67.8,561.4,6.1,56.6,1,1,64.1
Tulsi,sandy,large,mature,59.9,29.6,65.5,375.2,5.1,48.3,2,0,99.4
Fern,sandy,medium,mature,78.1,35.8,75.90731035522478,329.5,4.7,9.5,4,0,94.6
Tulsi,sandy,large,young,70.0,29.4,50.3,304.1,5.7,2.8,2,0,100.0
Aloe Vera,sandy,medium,mature,6.9,36.8,46.2,383.2,6.9,8.7,1,1,86.1
Aloe Vera,clay,small,mature,29.5,18.6,94.9,578.2,6.8,1.9,1,0,89.6
Areca Palm,loamy,large,seedling,37.1,25.5,66.9,575.2,4.1,49.2,3,1,82.5
